,repository_name,language
0,amazon-pay-sdk-python,
1,calculadora-partidas-ranqueadas,JavaScript
2,classes-jogo,JavaScript
3,classificando-heroi,JavaScript
4,contador-dio-java,Java
5,java-developer,Java
6,linguagens-utilizadas,
7,machine-learning,Python
8,marioumbelino,
9,processo-seletivo,Java
10,Python,Python
11,sistema-bancario,Python
12,sistema-bancario-java,Java
